titleId	isOriginalTitle	title	region	language	types
tt0000001	0	Карменсіта	UA	\N	imdbDisplay
tt0000001	0	Carmencita	DE	\N	\N
tt0000001	0	Carmencita - spanyol tánc	HU	\N	imdbDisplay
tt0000001	0	Καρμενσίτα	GR	\N	imdbDisplay
tt0000001	0	Карменсита	RU	\N	imdbDisplay
tt0000001	0	Carmencita	US	\N	imdbDisplay
tt0000001	1	Carmencita	\N	\N	original
tt0000001	0	カルメンチータ	JP	ja	imdbDisplay
tt0000002	1	Le clown et ses chiens	\N	\N	original
tt0000002	0	Le clown et ses chiens	FR	\N	imdbDisplay
tt0000002	0	A bohóc és kutyái	HU	\N	imdbDisplay
tt0000002	0	Der Clown und seine Hunde	DE	\N	\N
tt0000002	0	Clovnul si cainii sai	RO	\N	imdbDisplay
tt0000002	0	Клоун и его собаки	RU	\N	imdbDisplay
tt0000002	0	The Clown and His Dogs	US	\N	\N
tt0000002	0	道化師と犬	JP	ja	imdbDisplay
tt0000003	0	Sarmanul Pierrot	RO	\N	imdbDisplay
tt0000003	0	Szegény Pierrot	HU	\N	imdbDisplay
tt0000003	0	哀れなピエロ	JP	ja	imdbDisplay
tt0000003	0	Бідний П'єро	UA	\N	imdbDisplay
tt0000003	0	Бедный Пьеро	RU	\N	imdbDisplay
tt0000003	1	Pauvre Pierrot	\N	\N	original
tt0000003	0	Poor Pierrot	GB	\N	imdbDisplay
tt0000003	0	Pauvre Pierrot	FR	\N	imdbDisplay
tt0000003	0	Armer Pierrot	DE	\N	\N
tt0000004	1	Un bon bock	\N	\N	original
tt0000004	0	Un bon bock	FR	\N	imdbDisplay
tt0000004	0	Ein gutes Glas Bier	DE	\N	\N
tt0000004	0	Un ţap de bere	RO	\N	imdbDisplay
tt0000004	0	Полная кружка пива	RU	\N	imdbDisplay
tt0000004	0	一杯のビール	JP	ja	imdbDisplay
tt0000004	0	A Good Beer	\N	\N	\N
tt0000004	0	Egy jó pohár sör	HU	\N	imdbDisplay
tt0000005	0	Blacksmith Scene	US	\N	imdbDisplay
tt0000005	1	Blacksmith Scene	\N	\N	original
tt0000005	0	The Blacksmith's Forge	GB	\N	\N
tt0000005	0	Blacksmithing Scene	US	\N	alternative
tt0000005	0	Ковальська сцена	UA	\N	imdbDisplay
tt0000005	0	Сцена в кузне	RU	\N	imdbDisplay
tt0000005	0	Blacksmith Scene	CA	en	imdbDisplay
tt0000005	0	Blacksmith Shop	GB	\N	\N
tt0000005	0	Blacksmith Scene #1	US	\N	alternative
tt0000005	0	Blacksmithing	US	\N	\N
tt0000005	0	Schmiedszene	DE	\N	\N
tt0000005	0	A patkolókovács	HU	\N	imdbDisplay
tt0000006	0	Китайский опиумный притон	RU	\N	imdbDisplay
tt0000006	0	Chinezes Fumadores de Ópio	PT	\N	\N
tt0000006	0	Chinese Opium Den	US	\N	imdbDisplay
tt0000006	0	Kínai ópiumbarlang	HU	\N	imdbDisplay
tt0000006	1	Chinese Opium Den	\N	\N	original
tt0000006	0	Chinesische Opiumhöhle	DE	\N	\N
tt0000007	0	Corbett and Courtney Before the Kinetograph	US	\N	imdbDisplay
tt0000007	1	Corbett and Courtney Before the Kinetograph	\N	\N	original
tt0000007	0	A Corbett-Courtney bokszmeccs	HU	\N	imdbDisplay
tt0000007	0	キネトグラフの前のコーベットとコートニー	JP	ja	imdbDisplay
tt0000007	0	The Corbett-Courtney Fight	US	\N	alternative
tt0000007	0	Jim Corbett vs. Peter Courtney	US	\N	alternative
tt0000007	0	Edison Kinetoscopic Record of Boxers	\N	\N	\N
tt0000007	0	Корбетт и Кортни перед кинематографом	RU	\N	imdbDisplay
tt0000007	0	Corbett und Courtney vor dem Kinetographen	DE	\N	\N
tt0000008	0	Fred Ott's Sneeze	\N	\N	\N
tt0000008	0	Edison kinetoskopische Aufnahme eines Niesens	DE	\N	\N
tt0000008	0	Edison asszisztense tüsszent	HU	\N	imdbDisplay
tt0000008	0	フレッド・オット－のくしゃみ	JP	ja	imdbDisplay
tt0000008	0	Edison Kinetoscopic Record of a Sneeze, January 7, 1894	US	\N	\N
tt0000008	0	Edison Kinetoscopic Record of a Sneeze	US	\N	imdbDisplay
tt0000008	1	Edison Kinetoscopic Record of a Sneeze	\N	\N	original
tt0000008	0	Fred Otts Niesen	DE	\N	\N
tt0000008	0	Чих, записанный на кинетоскоп Эдисона	RU	\N	imdbDisplay
tt0000008	0	The Films of Thomas A Edison presented by Raymond Rohauer	US	\N	\N
tt0000008	0	Чхання Фреда Отта	UA	\N	imdbDisplay
tt0000009	1	Miss Jerry	\N	\N	original
tt0000009	0	Miss Jerry	AU	\N	imdbDisplay
tt0000009	0	Fräulein Jerry	DE	\N	\N
tt0000009	0	Miss Jerry	HU	\N	imdbDisplay
tt0000009	0	Miss Jerry	US	\N	imdbDisplay
tt0000010	0	Вихід робітників із фабрики	UA	\N	imdbDisplay
tt0000010	0	La salida de la fábrica Lumière en Lyon	ES	\N	imdbDisplay
tt0000010	0	Työntekijät poistuvat Lumière-tehtaalta	FI	\N	\N
tt0000010	0	A munkaidő vége	HU	\N	imdbDisplay
tt0000010	0	Wyjście robotników z fabryki	PL	\N	imdbDisplay
tt0000010	0	Lumière-fabrikens arbetare	FI	sv	\N
tt0000010	0	Exiting the Factory	US	\N	imdbDisplay
tt0000010	0	La sortie de l'usine Lumière	FR	\N	alternative
tt0000010	1	La sortie de l'usine Lumière à Lyon	\N	\N	original
tt0000010	0	La sortie des usines Lumière	FR	\N	alternative
tt0000010	0	La salida de los obreros de la fábrica Lumière	AR	\N	\N
tt0000010	0	Радници напуштају фабрику Лимијер	RS	\N	imdbDisplay
tt0000010	0	Leaving the Factory	US	\N	imdbDisplay
tt0000010	0	Salida de obreros de la fábrica Lumiere	UY	\N	\N
tt0000010	0	La sortie des ouvriers de l'usine Lumière	FR	\N	\N
tt0000010	0	L'uscita dalle fabbriche Lumière	IT	\N	imdbDisplay
tt0000010	0	Выход рабочих с фабрики 'Люмьер'	RU	\N	imdbDisplay
tt0000010	0	A Saída dos Operários da Fábrica Lumière	BR	\N	\N
tt0000010	0	Employees Leaving the Lumière Factory	US	\N	alternative
tt0000010	0	Sortie d'usine	FR	\N	\N
tt0000010	0	La sortie de l'usine Lumière à Lyon	FR	\N	imdbDisplay
tt0000010	0	La sortie de l'usine Lumière à Lyon	CA	en	imdbDisplay
tt0000010	0	Arbeiter verlassen die Lumière-Werke	DE	\N	imdbDisplay
tt0000010	0	Workers Leaving the Lumière Factory	US	\N	imdbDisplay
tt0000010	0	工場の出口	JP	ja	imdbDisplay
tt0000011	0	Akrobatisches Potpourri	DE	\N	imdbDisplay
tt0000011	1	Akrobatisches Potpourri	\N	\N	original
tt0000011	0	Акробатическая смесь	RU	\N	imdbDisplay
tt0000012	0	Juna saapuu asemalle	FI	\N	\N
tt0000012	0	Ankunft eines Zuges in La Ciotat	DE	\N	imdbDisplay
tt0000012	0	A vonat érkezése	HU	\N	imdbDisplay
tt0000012	0	Прибытие поезда на вокзал города Ла-Сьота	RU	\N	imdbDisplay
tt0000012	0	Toget kører ind på Le Ciotat	DK	\N	\N
tt0000012	0	Bir trenin La Ciotat garına varışı	TR	tr	imdbDisplay
tt0000012	0	The Arrival of a Train	GB	\N	imdbDisplay
tt0000012	0	Train Pulling into a Station	GB	\N	alternative
tt0000012	0	L'arrivée d'un train à La Ciotat	FR	\N	imdbDisplay
tt0000012	0	L'arrivo di un treno nella stazione di La Ciotat	IT	\N	\N
tt0000012	0	The Arrival of a Train	US	\N	imdbDisplay
tt0000012	0	L'arrivée d'un train en gare de La Ciotat	FR	\N	alternative
tt0000012	0	Przyjazd pociągu na stację	PL	\N	imdbDisplay
